room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
1.0,2.0,12.0,2.83,110.0,199
0.0,3.0,1.0,0.02,0.0,53
0.0,2.0,19.0,0.23,220.0,54
0.0,3.0,24.0,0.39,365.0,425
1.0,3.0,21.0,1.3,160.0,175
0.0,2.0,25.0,1.06,0.0,75
0.0,3.0,1.0,0.03,0.0,60
1.0,5.0,25.0,0.51,0.0,145
1.0,2.0,125.0,3.44,146.0,275
0.0,1.0,1.0,0.57,331.0,42
0.0,3.0,11.0,0.16,0.0,100
0.0,4.0,4.0,0.12,0.0,54
1.0,5.0,3.0,0.06,0.0,499
0.0,3.0,5.0,0.48,6.0,65
1.0,3.0,25.0,0.72,0.0,120
1.0,2.0,27.0,0.88,246.0,198
1.0,1.0,13.0,7.36,233.0,539
0.0,1.0,6.0,0.36,0.0,150
0.0,1.0,155.0,4.42,314.0,75
1.0,2.0,9.0,1.11,32.0,115
0.0,2.0,3.0,1.17,332.0,75
1.0,6.0,23.0,0.27,0.0,149
0.0,1.0,7.0,1.46,34.0,45
1.0,2.0,40.0,0.63,190.0,400
2.0,2.0,5.0,1.6,146.0,25
1.0,2.0,271.0,3.85,270.0,100
1.0,4.0,1.0,0.3,0.0,250
0.0,1.0,17.0,0.97,0.0,47
1.0,3.0,2.0,0.04,0.0,95
1.0,2.0,38.0,0.81,290.0,110
0.0,2.0,1.0,0.52,0.0,60
0.0,1.0,1.0,0.02,0.0,45
0.0,1.0,7.0,7.0,68.0,45
0.0,1.0,7.0,2.44,178.0,82
2.0,5.0,7.0,0.78,365.0,31
0.0,3.0,6.0,0.16,0.0,75
0.0,2.0,53.0,1.18,0.0,75
0.0,1.0,27.0,1.09,342.0,80
0.0,3.0,3.0,0.08,0.0,49
0.0,3.0,15.0,1.3,238.0,50
1.0,3.0,2.0,0.11,0.0,248
0.0,1.0,29.0,5.09,84.0,112
0.0,7.0,6.0,0.41,299.0,49
1.0,4.0,9.0,0.22,0.0,90
1.0,3.0,7.0,0.11,0.0,180
1.0,5.0,2.0,0.04,0.0,129
0.0,3.0,3.0,0.12,0.0,37
1.0,3.0,1.0,0.03,0.0,75
0.0,1.0,75.0,7.28,64.0,75
1.0,1.0,2.0,2.0,344.0,225
1.0,1.0,9.0,1.03,2.0,100
2.0,3.0,2.0,0.55,50.0,40
0.0,2.0,30.0,2.54,132.0,59
1.0,2.0,2.0,0.05,0.0,200
2.0,1.0,34.0,2.01,363.0,60
0.0,2.0,1.0,1.0,7.0,50
0.0,1.0,11.0,1.11,0.0,69
0.0,2.0,31.0,0.53,282.0,55
0.0,7.0,3.0,0.06,0.0,69
0.0,6.0,3.0,0.08,0.0,60
1.0,3.0,2.0,0.06,0.0,135
0.0,3.0,46.0,0.82,311.0,75
0.0,5.0,1.0,0.16,0.0,34
0.0,4.0,6.0,0.22,6.0,50
1.0,7.0,1.0,0.02,0.0,95
1.0,3.0,18.0,0.37,188.0,200
0.0,1.0,3.0,0.47,360.0,70
0.0,3.0,3.0,0.13,0.0,108
1.0,1.0,3.0,0.21,362.0,800
0.0,1.0,5.0,0.11,0.0,70
1.0,2.0,1.0,0.02,0.0,300
0.0,3.0,7.0,0.44,0.0,108
0.0,5.0,2.0,0.33,0.0,30
1.0,2.0,9.0,0.27,1.0,115
1.0,2.0,118.0,2.74,237.0,190
1.0,2.0,191.0,2.6,282.0,190
0.0,1.0,181.0,6.65,34.0,59
0.0,5.0,14.0,0.25,306.0,99
1.0,1.0,25.0,0.67,158.0,190
1.0,3.0,22.0,0.4,39.0,175
1.0,1.0,44.0,3.84,113.0,315
1.0,4.0,15.0,0.18,365.0,140
0.0,1.0,4.0,0.19,0.0,155
0.0,1.0,11.0,0.36,361.0,87
0.0,5.0,3.0,0.39,5.0,43
1.0,3.0,1.0,0.02,0.0,225
0.0,1.0,16.0,0.55,7.0,85
1.0,3.0,118.0,2.07,266.0,120
0.0,3.0,1.0,0.03,0.0,87
0.0,3.0,89.0,2.59,37.0,60
0.0,2.0,9.0,0.24,0.0,95
0.0,3.0,27.0,0.78,37.0,113
0.0,2.0,79.0,4.56,349.0,76
0.0,2.0,32.0,2.97,158.0,56
1.0,2.0,145.0,4.03,230.0,195
0.0,2.0,5.0,0.14,0.0,70
1.0,3.0,55.0,1.95,171.0,165
0.0,6.0,15.0,1.86,147.0,59
0.0,3.0,5.0,0.15,83.0,90
1.0,4.0,17.0,0.28,64.0,129
0.0,1.0,22.0,0.67,0.0,189
0.0,3.0,1.0,0.02,87.0,249
1.0,7.0,1.0,0.14,219.0,400
1.0,1.0,15.0,1.18,143.0,309
0.0,5.0,2.0,0.03,0.0,69
1.0,5.0,22.0,0.64,156.0,162
0.0,1.0,20.0,2.49,359.0,199
1.0,4.0,117.0,4.31,173.0,75
0.0,1.0,2.0,0.05,0.0,46
0.0,1.0,1.0,0.17,0.0,70
1.0,1.0,78.0,1.02,168.0,77
1.0,2.0,15.0,1.33,0.0,250
0.0,1.0,31.0,1.23,89.0,70
0.0,3.0,5.0,0.08,334.0,75
1.0,3.0,14.0,0.52,29.0,196
1.0,2.0,32.0,0.92,26.0,185
1.0,2.0,20.0,4.38,229.0,75
0.0,1.0,28.0,1.66,270.0,100
0.0,1.0,4.0,0.17,0.0,30
0.0,3.0,2.0,0.1,0.0,60
0.0,3.0,67.0,3.16,349.0,45
1.0,1.0,52.0,5.98,81.0,110
1.0,7.0,46.0,1.06,254.0,160
0.0,1.0,8.0,5.11,74.0,44
1.0,1.0,1.0,1.0,340.0,170
0.0,3.0,55.0,2.52,66.0,90
0.0,5.0,1.0,0.68,90.0,64
1.0,2.0,4.0,0.11,0.0,120
1.0,5.0,5.0,0.09,0.0,80
0.0,3.0,113.0,2.23,285.0,78
0.0,2.0,1.0,1.0,311.0,75
1.0,5.0,14.0,0.28,0.0,76
0.0,2.0,3.0,0.31,324.0,45
0.0,1.0,20.0,6.38,365.0,51
1.0,2.0,7.0,4.12,328.0,278
1.0,2.0,4.0,4.0,345.0,195
1.0,7.0,3.0,0.27,0.0,99
0.0,1.0,260.0,2.12,12.0,140
1.0,2.0,30.0,2.97,51.0,230
0.0,1.0,275.0,4.64,329.0,60
0.0,2.0,8.0,0.73,0.0,59
0.0,1.0,1.0,0.02,0.0,250
1.0,3.0,3.0,0.46,11.0,103
1.0,4.0,72.0,1.02,122.0,295
0.0,1.0,8.0,2.4,0.0,105
1.0,3.0,5.0,3.13,145.0,199
1.0,7.0,2.0,1.36,0.0,150
1.0,1.0,261.0,3.82,245.0,295
1.0,4.0,123.0,3.25,285.0,265
0.0,1.0,2.0,0.21,364.0,65
0.0,2.0,18.0,2.34,188.0,65
0.0,2.0,6.0,0.13,0.0,66
0.0,5.0,1.0,0.29,0.0,70
0.0,2.0,430.0,3.47,220.0,79
0.0,7.0,5.0,0.52,0.0,60
0.0,7.0,14.0,0.5,0.0,50
0.0,1.0,50.0,2.35,32.0,135
0.0,3.0,10.0,0.2,6.0,37
1.0,4.0,6.0,0.73,0.0,89
0.0,1.0,95.0,7.13,51.0,84
0.0,4.0,38.0,1.06,10.0,100
1.0,2.0,4.0,0.37,311.0,300
1.0,3.0,83.0,1.19,255.0,139
2.0,4.0,1.0,0.06,0.0,30
1.0,3.0,6.0,0.94,0.0,300
0.0,2.0,44.0,1.18,96.0,120
1.0,3.0,105.0,1.42,333.0,95
1.0,7.0,1.0,0.02,0.0,180
0.0,1.0,90.0,4.31,178.0,50
1.0,4.0,20.0,0.39,208.0,180
1.0,3.0,10.0,8.33,335.0,250
1.0,2.0,32.0,0.85,50.0,125
2.0,2.0,7.0,0.15,238.0,95
1.0,4.0,7.0,0.37,5.0,69
1.0,2.0,77.0,3.29,106.0,150
1.0,4.0,11.0,1.46,19.0,65
0.0,2.0,99.0,2.1,100.0,60
1.0,5.0,9.0,0.35,78.0,150
1.0,5.0,30.0,2.0,32.0,127
1.0,2.0,1.0,0.7,8.0,158
0.0,1.0,1.0,0.02,0.0,75
0.0,2.0,41.0,1.2,353.0,65
0.0,3.0,18.0,0.46,0.0,197
0.0,2.0,3.0,0.22,11.0,95
1.0,7.0,9.0,0.36,269.0,200
1.0,3.0,1.0,1.0,292.0,900
0.0,2.0,2.0,1.2,336.0,135
1.0,5.0,22.0,0.41,6.0,150
0.0,3.0,174.0,3.66,194.0,175
0.0,2.0,92.0,1.94,87.0,60
0.0,3.0,13.0,0.39,64.0,79
1.0,3.0,2.0,0.32,1.0,485
0.0,5.0,2.0,0.08,0.0,55
0.0,2.0,6.0,1.54,66.0,45
0.0,2.0,1.0,0.07,0.0,40
1.0,2.0,7.0,0.82,3.0,150
1.0,1.0,70.0,1.62,123.0,175
2.0,1.0,2.0,0.21,90.0,73
0.0,1.0,17.0,0.4,205.0,60
1.0,4.0,26.0,1.18,145.0,190
2.0,1.0,7.0,0.55,66.0,70
1.0,3.0,6.0,6.0,226.0,450
0.0,4.0,9.0,0.26,0.0,95
1.0,3.0,20.0,0.42,0.0,199
1.0,4.0,12.0,1.25,117.0,290
1.0,2.0,7.0,4.12,4.0,150
0.0,3.0,15.0,0.43,95.0,70
1.0,6.0,3.0,0.07,0.0,100
0.0,1.0,112.0,5.63,76.0,120
0.0,1.0,28.0,1.5,175.0,50
0.0,1.0,3.0,0.13,179.0,50
0.0,2.0,43.0,4.69,25.0,45
0.0,1.0,3.0,3.0,49.0,60
0.0,2.0,8.0,0.68,67.0,75
0.0,2.0,2.0,0.19,287.0,65
0.0,4.0,5.0,1.35,0.0,85
0.0,1.0,229.0,3.94,20.0,72
0.0,3.0,2.0,0.1,0.0,55
1.0,2.0,4.0,0.36,86.0,115
1.0,3.0,2.0,1.2,0.0,200
0.0,1.0,18.0,0.38,0.0,100
1.0,2.0,9.0,0.8,0.0,199
0.0,3.0,33.0,0.65,90.0,91
1.0,3.0,76.0,1.13,40.0,249
1.0,3.0,1.0,0.02,0.0,115
0.0,3.0,7.0,0.29,0.0,75
1.0,4.0,5.0,0.11,0.0,160
0.0,4.0,2.0,0.16,0.0,55
0.0,4.0,77.0,0.99,326.0,125
0.0,2.0,54.0,2.28,360.0,48
0.0,1.0,1.0,0.04,0.0,65
0.0,2.0,53.0,0.86,0.0,60
1.0,1.0,213.0,6.55,314.0,116
1.0,2.0,16.0,0.43,0.0,150
1.0,5.0,12.0,0.47,130.0,625
2.0,4.0,1.0,1.0,334.0,25
0.0,1.0,2.0,2.0,55.0,44
0.0,9.0,2.0,0.05,0.0,70
1.0,1.0,66.0,1.18,365.0,895
1.0,2.0,15.0,0.98,0.0,329
1.0,2.0,2.0,0.08,0.0,100
0.0,2.0,30.0,1.62,94.0,64
1.0,3.0,5.0,1.17,230.0,737
1.0,2.0,31.0,1.37,0.0,210
0.0,2.0,1.0,0.02,83.0,49
1.0,2.0,11.0,0.46,0.0,150
0.0,3.0,8.0,0.3,0.0,70
0.0,3.0,39.0,0.67,0.0,90
1.0,6.0,15.0,3.19,63.0,70
1.0,2.0,18.0,1.22,4.0,180
1.0,2.0,18.0,3.94,299.0,150
1.0,6.0,49.0,2.38,76.0,145
1.0,3.0,6.0,0.08,12.0,199
0.0,3.0,2.0,0.02,365.0,200
1.0,3.0,21.0,0.46,349.0,150
0.0,3.0,21.0,0.64,127.0,26
1.0,1.0,30.0,1.13,284.0,149
0.0,1.0,4.0,2.73,63.0,47
1.0,2.0,7.0,3.18,16.0,299
1.0,8.0,108.0,1.33,238.0,82
0.0,1.0,1.0,0.04,0.0,60
1.0,3.0,2.0,2.0,360.0,115
0.0,1.0,5.0,0.13,0.0,75
0.0,1.0,5.0,0.46,0.0,50
1.0,5.0,9.0,0.11,0.0,100
0.0,1.0,1.0,1.0,7.0,49
0.0,1.0,2.0,0.13,0.0,30
1.0,1.0,4.0,0.07,165.0,250
1.0,2.0,6.0,2.81,27.0,130
0.0,1.0,2.0,0.97,0.0,90
0.0,3.0,3.0,0.12,0.0,42
0.0,3.0,1.0,1.0,72.0,60
1.0,7.0,1.0,1.0,306.0,210
1.0,5.0,13.0,1.04,1.0,100
0.0,5.0,1.0,0.5,0.0,48
0.0,1.0,36.0,3.5,57.0,142
1.0,2.0,43.0,1.18,309.0,81
0.0,4.0,117.0,1.21,232.0,37
1.0,3.0,7.0,0.26,23.0,160
0.0,1.0,48.0,0.77,355.0,75
0.0,1.0,1.0,0.05,0.0,70
1.0,3.0,19.0,0.44,0.0,110
0.0,2.0,46.0,1.17,307.0,110
1.0,1.0,2.0,0.25,0.0,150
0.0,7.0,4.0,0.09,0.0,50
0.0,3.0,5.0,0.16,0.0,118
1.0,1.0,11.0,1.3,39.0,125
1.0,7.0,6.0,0.78,130.0,168
1.0,1.0,107.0,2.84,75.0,150
1.0,1.0,2.0,2.0,80.0,600
1.0,2.0,13.0,1.53,160.0,150
0.0,2.0,8.0,0.59,0.0,70
0.0,1.0,61.0,2.12,124.0,35
1.0,1.0,118.0,6.0,320.0,99
1.0,2.0,1.0,0.59,36.0,105
1.0,2.0,2.0,0.16,6.0,110
1.0,1.0,35.0,4.12,37.0,181
1.0,3.0,97.0,2.65,216.0,125
1.0,2.0,12.0,0.49,0.0,147
1.0,2.0,37.0,4.19,135.0,235
1.0,2.0,17.0,2.25,348.0,136
1.0,4.0,45.0,1.27,6.0,150
1.0,3.0,89.0,1.12,0.0,100
0.0,9.0,5.0,0.27,86.0,85
0.0,6.0,11.0,0.24,358.0,50
0.0,2.0,68.0,4.54,337.0,91
1.0,3.0,3.0,0.05,0.0,120
1.0,4.0,18.0,1.57,52.0,150
1.0,2.0,14.0,0.3,0.0,149
1.0,2.0,1.0,0.02,0.0,100
0.0,3.0,1.0,0.48,178.0,225
1.0,7.0,2.0,0.05,0.0,100
1.0,2.0,53.0,1.68,2.0,250
1.0,7.0,1.0,0.67,122.0,180
1.0,3.0,10.0,0.38,0.0,185
0.0,1.0,14.0,0.5,0.0,44
0.0,1.0,2.0,0.24,365.0,50
0.0,1.0,3.0,0.08,0.0,50
0.0,2.0,2.0,0.14,88.0,95
0.0,2.0,8.0,0.63,90.0,75
1.0,3.0,114.0,3.19,165.0,200
0.0,1.0,121.0,4.11,127.0,97
0.0,2.0,122.0,2.07,227.0,80
0.0,7.0,8.0,0.18,320.0,65
0.0,1.0,1.0,0.03,0.0,45
0.0,1.0,54.0,1.72,113.0,48
0.0,2.0,100.0,5.35,18.0,95
1.0,2.0,2.0,0.09,0.0,120
2.0,2.0,28.0,2.58,120.0,60
0.0,2.0,63.0,2.37,335.0,100
0.0,1.0,40.0,5.31,99.0,55
0.0,3.0,19.0,0.32,0.0,51
1.0,1.0,83.0,2.34,0.0,130
1.0,3.0,6.0,0.25,0.0,119
1.0,2.0,36.0,1.57,56.0,100
0.0,1.0,134.0,4.96,176.0,99
0.0,5.0,7.0,0.26,0.0,65
0.0,1.0,31.0,1.08,1.0,28
1.0,2.0,11.0,1.68,62.0,120
1.0,2.0,6.0,1.5,2.0,150
1.0,2.0,9.0,2.7,140.0,200
0.0,2.0,2.0,0.03,0.0,55
0.0,1.0,8.0,0.42,0.0,70
0.0,1.0,18.0,1.38,90.0,88
1.0,2.0,13.0,0.18,0.0,140
1.0,1.0,1.0,0.09,0.0,170
0.0,3.0,150.0,3.85,320.0,99
0.0,6.0,8.0,0.09,249.0,100
1.0,4.0,10.0,0.43,0.0,200
1.0,6.0,5.0,0.17,0.0,110
1.0,3.0,29.0,0.55,0.0,120
0.0,5.0,7.0,0.19,0.0,35
0.0,1.0,56.0,7.0,51.0,85
0.0,2.0,38.0,1.66,28.0,51
1.0,1.0,14.0,0.36,352.0,750
1.0,3.0,2.0,0.09,0.0,154
0.0,7.0,2.0,0.14,335.0,95
1.0,2.0,42.0,0.76,258.0,150
1.0,1.0,24.0,0.38,14.0,430
0.0,3.0,167.0,1.65,295.0,150
1.0,2.0,11.0,1.46,0.0,150
1.0,2.0,67.0,3.94,61.0,131
2.0,4.0,6.0,2.07,35.0,65
1.0,2.0,8.0,0.24,10.0,40
0.0,2.0,127.0,6.05,64.0,49
1.0,2.0,16.0,0.43,0.0,300
1.0,10.0,6.0,0.08,13.0,110
0.0,1.0,30.0,3.85,344.0,72
0.0,3.0,2.0,2.0,0.0,60
1.0,3.0,60.0,1.2,320.0,104
0.0,1.0,120.0,4.1,112.0,30
1.0,1.0,1.0,0.13,0.0,250
0.0,1.0,83.0,1.39,248.0,99
1.0,1.0,11.0,0.27,0.0,120
2.0,5.0,1.0,0.75,129.0,25
1.0,3.0,41.0,1.0,0.0,145
1.0,2.0,12.0,0.35,0.0,159
0.0,5.0,5.0,0.41,90.0,70
0.0,1.0,2.0,1.36,298.0,100
1.0,8.0,2.0,0.14,0.0,130
0.0,3.0,7.0,0.12,0.0,49
1.0,2.0,15.0,3.26,51.0,65
0.0,4.0,5.0,0.32,0.0,35
1.0,7.0,1.0,0.03,0.0,125
0.0,2.0,25.0,0.95,68.0,80
0.0,1.0,2.0,0.22,90.0,65
1.0,4.0,3.0,0.13,333.0,250
0.0,5.0,42.0,1.58,63.0,81
0.0,2.0,3.0,0.12,0.0,85
1.0,2.0,2.0,0.09,0.0,95
1.0,2.0,8.0,0.52,11.0,150
0.0,3.0,6.0,0.18,10.0,90
1.0,2.0,98.0,3.67,247.0,125
0.0,2.0,5.0,0.1,0.0,85
1.0,5.0,14.0,0.33,1.0,100
1.0,2.0,1.0,0.09,0.0,100
1.0,2.0,7.0,2.44,67.0,159
0.0,1.0,42.0,1.7,0.0,80
0.0,3.0,1.0,0.06,0.0,60
1.0,4.0,6.0,0.58,282.0,139
0.0,3.0,1.0,0.86,252.0,90
1.0,3.0,6.0,0.23,98.0,85
0.0,2.0,2.0,0.2,341.0,75
1.0,3.0,3.0,0.08,0.0,109
1.0,7.0,5.0,0.19,0.0,180
1.0,7.0,11.0,0.24,225.0,250
1.0,3.0,2.0,0.1,0.0,157
0.0,3.0,273.0,2.37,359.0,50
1.0,4.0,16.0,0.84,7.0,315
0.0,2.0,30.0,0.86,0.0,91
1.0,2.0,7.0,0.29,0.0,175
0.0,1.0,43.0,3.58,81.0,55
0.0,1.0,77.0,4.97,132.0,60
1.0,2.0,74.0,1.85,92.0,95
2.0,2.0,6.0,0.95,169.0,32
0.0,1.0,11.0,0.4,0.0,49
1.0,2.0,8.0,0.19,188.0,200
0.0,1.0,13.0,1.58,71.0,100
1.0,5.0,77.0,2.44,112.0,365
1.0,7.0,4.0,0.22,18.0,150
1.0,7.0,2.0,0.29,0.0,145
1.0,4.0,14.0,0.77,0.0,150
1.0,7.0,10.0,0.18,68.0,150
1.0,4.0,9.0,4.03,201.0,165
0.0,1.0,26.0,1.4,73.0,98
0.0,3.0,71.0,2.54,60.0,85
1.0,7.0,1.0,0.28,71.0,150
0.0,2.0,8.0,2.29,44.0,55
1.0,10.0,11.0,0.24,0.0,170
1.0,1.0,9.0,0.36,65.0,125
1.0,1.0,6.0,0.19,0.0,128
0.0,1.0,18.0,4.74,85.0,172
0.0,1.0,46.0,4.31,36.0,54
0.0,2.0,6.0,2.09,90.0,52
1.0,1.0,7.0,2.47,71.0,155
0.0,5.0,1.0,1.0,246.0,75
1.0,4.0,3.0,0.06,0.0,350
1.0,3.0,16.0,2.5,332.0,219
1.0,3.0,2.0,0.19,0.0,120
0.0,1.0,175.0,3.27,44.0,96
0.0,3.0,74.0,3.29,79.0,90
1.0,6.0,8.0,0.41,0.0,130
1.0,1.0,10.0,1.67,332.0,399
2.0,1.0,47.0,2.2,365.0,120
0.0,3.0,139.0,2.29,18.0,77
0.0,3.0,38.0,0.42,365.0,75
1.0,2.0,1.0,0.03,0.0,140
1.0,4.0,14.0,0.53,17.0,100
0.0,4.0,53.0,3.24,0.0,165
0.0,1.0,2.0,2.0,365.0,50
1.0,2.0,46.0,1.17,323.0,190
0.0,1.0,63.0,1.84,19.0,106
0.0,1.0,2.0,0.05,0.0,65
1.0,2.0,189.0,3.02,131.0,74
1.0,5.0,35.0,0.9,290.0,170
0.0,2.0,6.0,0.69,0.0,50
0.0,3.0,1.0,0.11,0.0,73
0.0,4.0,1.0,0.02,0.0,100
1.0,2.0,42.0,2.27,141.0,245
0.0,2.0,71.0,3.46,60.0,65
1.0,1.0,19.0,0.43,322.0,174
0.0,2.0,20.0,4.38,52.0,77
0.0,5.0,1.0,0.02,0.0,49
0.0,3.0,76.0,2.93,338.0,135
1.0,5.0,18.0,1.65,248.0,199
1.0,1.0,37.0,1.44,0.0,148
0.0,1.0,11.0,2.92,7.0,55
1.0,2.0,14.0,2.12,365.0,120
1.0,10.0,58.0,0.49,75.0,150
0.0,1.0,4.0,0.22,0.0,75
1.0,4.0,82.0,0.87,273.0,135
0.0,1.0,34.0,0.68,135.0,235
1.0,3.0,20.0,0.89,0.0,160
0.0,2.0,15.0,0.55,27.0,50
1.0,3.0,6.0,0.1,0.0,165
0.0,3.0,1.0,0.02,0.0,68
0.0,2.0,12.0,2.67,3.0,90
0.0,3.0,54.0,1.36,40.0,70
1.0,5.0,1.0,0.05,0.0,350
0.0,7.0,2.0,0.1,0.0,45
1.0,2.0,8.0,0.38,0.0,110
1.0,2.0,7.0,1.24,0.0,85
0.0,1.0,8.0,4.21,0.0,200
0.0,2.0,3.0,0.12,0.0,55
0.0,1.0,1.0,0.37,157.0,55
1.0,2.0,1.0,0.04,0.0,299
0.0,1.0,6.0,0.19,0.0,90
1.0,2.0,7.0,0.93,17.0,200
1.0,2.0,21.0,1.83,2.0,195
0.0,1.0,11.0,1.75,330.0,135
1.0,1.0,5.0,0.88,85.0,110
2.0,1.0,8.0,2.7,347.0,69
1.0,1.0,1.0,0.02,0.0,500
1.0,2.0,2.0,1.67,32.0,100
1.0,3.0,3.0,3.0,265.0,480
0.0,1.0,4.0,0.63,0.0,97
0.0,6.0,1.0,0.08,0.0,45
0.0,2.0,8.0,0.97,0.0,100
1.0,2.0,36.0,0.77,248.0,150
0.0,2.0,18.0,0.46,89.0,70
1.0,1.0,75.0,2.14,56.0,110
0.0,1.0,42.0,5.06,23.0,100
0.0,5.0,9.0,3.75,0.0,54
0.0,2.0,22.0,1.44,0.0,80
0.0,1.0,155.0,3.39,170.0,60
1.0,2.0,31.0,0.88,23.0,199
1.0,4.0,2.0,2.0,146.0,220
1.0,2.0,1.0,1.0,12.0,275
0.0,7.0,9.0,0.71,0.0,65
1.0,1.0,8.0,0.29,66.0,175
0.0,2.0,2.0,0.02,89.0,90
1.0,1.0,7.0,0.19,0.0,110
0.0,2.0,28.0,2.43,359.0,70
0.0,4.0,11.0,0.99,337.0,30
1.0,2.0,179.0,4.47,123.0,75
0.0,1.0,1.0,0.02,0.0,50
1.0,2.0,52.0,1.99,361.0,349
0.0,3.0,35.0,2.82,0.0,109
0.0,3.0,13.0,3.71,208.0,85
0.0,1.0,36.0,3.79,352.0,59
0.0,3.0,1.0,0.16,341.0,180
1.0,2.0,1.0,0.02,0.0,180
1.0,3.0,39.0,1.79,345.0,225
1.0,7.0,4.0,0.3,127.0,150
0.0,3.0,1.0,0.02,0.0,70
0.0,1.0,1.0,0.28,0.0,94
0.0,1.0,9.0,1.46,80.0,125
1.0,2.0,6.0,0.13,0.0,139
1.0,1.0,2.0,1.22,85.0,350
0.0,4.0,3.0,0.08,0.0,95
0.0,1.0,8.0,0.48,0.0,32
1.0,1.0,130.0,5.73,174.0,279
1.0,3.0,14.0,1.93,158.0,195
0.0,10.0,6.0,0.14,0.0,37
0.0,1.0,8.0,0.41,0.0,70
1.0,1.0,49.0,1.3,0.0,150
1.0,5.0,4.0,0.11,16.0,200
1.0,2.0,1.0,0.02,0.0,400
1.0,2.0,222.0,4.15,109.0,145
1.0,2.0,33.0,0.33,0.0,225
1.0,2.0,2.0,1.67,2.0,135
1.0,5.0,25.0,0.78,6.0,75
0.0,4.0,6.0,0.27,0.0,42
1.0,3.0,35.0,0.72,223.0,499
1.0,1.0,35.0,2.91,97.0,83
0.0,3.0,3.0,0.16,0.0,100
0.0,2.0,20.0,0.31,35.0,86
1.0,2.0,2.0,0.11,0.0,110
1.0,3.0,5.0,0.11,0.0,129
0.0,5.0,6.0,0.66,156.0,425
1.0,1.0,11.0,3.59,336.0,250
2.0,2.0,10.0,1.19,356.0,40
1.0,4.0,6.0,0.59,56.0,80
0.0,1.0,4.0,0.11,0.0,48
1.0,1.0,5.0,2.83,85.0,199
1.0,1.0,221.0,3.0,238.0,190
0.0,2.0,29.0,0.59,5.0,61
1.0,1.0,12.0,1.41,323.0,250
0.0,1.0,10.0,0.17,365.0,90
0.0,1.0,2.0,0.09,0.0,80
1.0,3.0,2.0,0.04,0.0,215
1.0,3.0,26.0,0.95,0.0,150
1.0,2.0,21.0,0.64,8.0,170
1.0,1.0,3.0,0.38,365.0,200
0.0,1.0,114.0,5.65,235.0,48
1.0,3.0,7.0,0.26,0.0,200
1.0,1.0,1.0,0.03,0.0,220
1.0,1.0,1.0,0.02,0.0,150
0.0,2.0,3.0,1.25,5.0,60
1.0,10.0,3.0,0.43,1.0,117
1.0,1.0,3.0,0.46,12.0,165
1.0,5.0,16.0,0.23,12.0,275
1.0,3.0,8.0,0.15,0.0,150
0.0,3.0,12.0,1.01,19.0,46
1.0,5.0,1.0,0.05,0.0,229
0.0,7.0,2.0,0.05,0.0,55
1.0,3.0,1.0,1.0,57.0,900
0.0,3.0,19.0,2.27,67.0,45
1.0,1.0,28.0,0.71,365.0,500
1.0,3.0,36.0,2.14,266.0,160
0.0,2.0,175.0,3.45,349.0,70
1.0,2.0,14.0,1.89,93.0,243
0.0,3.0,11.0,2.06,0.0,40
1.0,2.0,88.0,0.73,233.0,120
1.0,7.0,1.0,0.16,3.0,149
0.0,1.0,7.0,4.77,50.0,45
0.0,7.0,7.0,0.49,365.0,55
1.0,3.0,12.0,0.98,43.0,220
0.0,1.0,2.0,0.22,365.0,89
0.0,3.0,14.0,0.39,42.0,22
0.0,4.0,26.0,4.29,278.0,90
0.0,1.0,2.0,0.31,0.0,47
1.0,2.0,6.0,1.57,343.0,214
0.0,1.0,1.0,0.02,0.0,120
0.0,5.0,3.0,0.08,0.0,90
1.0,3.0,308.0,4.11,99.0,100
0.0,3.0,2.0,0.11,0.0,30
0.0,1.0,3.0,0.12,179.0,65
1.0,3.0,4.0,0.08,0.0,156
0.0,1.0,27.0,0.75,365.0,100
1.0,2.0,16.0,1.99,136.0,200
1.0,4.0,6.0,0.32,6.0,81
2.0,5.0,76.0,1.22,258.0,25
1.0,2.0,1.0,1.0,69.0,189
0.0,2.0,2.0,0.06,0.0,130
1.0,3.0,73.0,0.84,284.0,250
0.0,2.0,122.0,3.35,258.0,85
1.0,2.0,67.0,1.33,78.0,239
0.0,2.0,9.0,0.21,342.0,95
1.0,2.0,9.0,0.38,36.0,140
0.0,1.0,11.0,2.89,124.0,100
1.0,2.0,8.0,0.56,0.0,175
1.0,7.0,3.0,0.63,242.0,75
1.0,3.0,4.0,0.63,6.0,130
0.0,1.0,7.0,4.47,146.0,123
1.0,2.0,1.0,0.06,0.0,89
0.0,2.0,7.0,1.02,75.0,86
0.0,1.0,2.0,2.0,300.0,100
1.0,1.0,3.0,0.07,0.0,74
1.0,1.0,80.0,1.16,0.0,185
1.0,1.0,17.0,0.38,0.0,80
1.0,1.0,63.0,1.27,0.0,225
1.0,6.0,5.0,0.24,0.0,110
1.0,2.0,53.0,1.06,0.0,160
1.0,1.0,37.0,3.04,352.0,249
1.0,2.0,7.0,0.64,0.0,101
1.0,3.0,42.0,3.04,92.0,135
0.0,1.0,15.0,11.84,81.0,85
0.0,1.0,15.0,0.43,288.0,80
1.0,2.0,3.0,3.0,67.0,199
1.0,2.0,2.0,0.03,0.0,180
0.0,4.0,43.0,1.65,135.0,46
1.0,1.0,68.0,1.15,122.0,219
0.0,6.0,5.0,0.22,358.0,51
